TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
phi,Andre Iguodala, SG,82,82,37.6,12.3,1.4,4.4,5.9,3.1,1.65,0.26,1.9,2.4,1.7,14.9,4.2,8.4,.500,0.7,1.9,.354,3.2,4.3,0.75,3.5,6.5,.543,1.464,0.54
phi,John Salmons, SF,82,24,25.1,7.5,0.6,2.1,2.7,2.7,0.89,0.16,1.5,2.2,1.8,10.7,2.7,6.4,.420,0.3,1.1,.299,1.9,2.4,0.78,2.4,5.3,.445,1.188,0.45
phi,Shavlik Randolph, PF,57,1,8.5,2.3,1.0,1.4,2.3,0.3,0.33,0.21,0.4,1.5,0.9,12.6,0.8,1.7,.454,0.0,0.0,.000,0.8,1.2,0.61,0.8,1.7,.454,1.351,0.45
phi,Allen Iverson, SG,72,72,43.1,33.0,0.6,2.6,3.2,7.4,1.94,0.14,3.4,1.7,2.1,26.0,11.3,25.3,.447,1.0,3.1,.323,9.4,11.5,0.81,10.3,22.2,.465,1.305,0.47
phi,James Thomas, SF†,15,0,8.3,1.5,0.5,1.5,2.1,0.1,0.00,0.20,0.5,2.1,0.1,5.3,0.5,0.9,.538,0.0,0.0,.000,0.5,0.9,0.57,0.5,0.9,.538,1.692,0.54
phi,Kevin Ollie, PG,70,23,15.3,2.7,0.2,1.2,1.4,1.4,0.47,0.04,0.4,1.5,3.5,7.8,1.1,2.5,.431,0.0,0.0,.333,0.6,0.7,0.84,1.1,2.5,.433,1.103,0.43
phi,Louis Williams, SG,30,0,4.8,1.9,0.1,0.5,0.6,0.3,0.17,0.00,0.4,0.4,0.8,8.7,0.8,1.7,.442,0.1,0.3,.222,0.3,0.4,0.62,0.7,1.4,.488,1.077,0.46
phi,Willie Green, SG,10,2,15.3,7.0,0.1,1.4,1.5,0.5,0.20,0.00,1.2,1.3,0.4,8.6,2.8,6.6,.424,1.0,1.9,.526,0.4,0.5,0.80,1.8,4.7,.383,1.061,0.50
phi,Lee Nailon, SF,22,0,10.8,4.2,1.0,0.9,1.9,0.3,0.36,0.18,0.5,1.5,0.7,14.6,1.8,3.6,.500,0.0,0.0,.000,0.6,0.7,0.87,1.8,3.6,.500,1.163,0.50
phi,Kyle Korver, SG,82,43,31.3,11.5,0.3,3.0,3.3,2.0,0.79,0.32,1.2,2.7,1.7,12.3,4.0,9.3,.430,2.2,5.3,.420,1.2,1.5,0.85,1.8,4.0,.443,1.234,0.55
phi,Matt Barnes, SF†,50,0,10.8,3.0,0.8,1.1,1.9,0.4,0.32,0.14,0.5,1.8,0.9,10.7,1.2,2.2,.536,0.0,0.2,.182,0.6,0.9,0.67,1.2,2.0,.576,1.355,0.55
phi,Zendon Hamilton, C†,1,0,3.0,1.0,0.0,0.0,0.0,0.0,1.00,0.00,0.0,1.0,0.0,17.6,0.0,1.0,.000,0.0,0.0,.000,1.0,2.0,0.50,0.0,1.0,.000,1.000,0.00
tor,Joey Graham, SF,80,24,19.8,6.7,0.7,2.3,3.1,0.8,0.46,0.16,1.2,2.9,0.7,10.3,2.5,5.2,.478,0.4,1.1,.333,1.4,1.7,0.81,2.1,4.1,.517,1.287,0.51
tor,Jose Calderon, PG,64,11,23.2,5.5,0.5,1.7,2.2,4.5,0.66,0.06,1.6,1.5,2.9,11.4,2.1,4.9,.423,0.1,0.7,.163,1.2,1.4,0.85,2.0,4.2,.465,1.119,0.43
tor,Loren Woods, C,27,4,12.0,2.3,1.6,2.4,4.1,0.1,0.33,0.85,0.6,1.8,0.3,12.3,1.0,2.2,.475,0.0,0.0,.000,0.2,0.5,0.43,1.0,2.2,.483,1.051,0.47
tor,Andre Barrett, SG†,17,0,15.4,4.6,0.5,0.8,1.3,2.9,0.59,0.00,0.8,0.7,3.6,11.3,2.1,5.7,.361,0.1,0.8,.154,0.4,0.5,0.67,2.0,4.9,.393,.804,0.37
tor,Matt Bonner, PF,78,6,21.9,7.5,1.1,2.5,3.6,0.7,0.63,0.40,0.4,2.8,1.8,13.8,2.7,6.0,.448,1.3,3.1,.420,0.8,1.0,0.83,1.4,2.9,.478,1.248,0.56
tor,Antonio Davis, PF†,8,8,23.9,4.4,1.9,2.6,4.5,0.9,0.38,0.13,1.0,3.3,0.9,8.3,1.8,3.9,.452,0.0,0.0,.000,0.9,2.5,0.35,1.8,3.9,.452,1.129,0.45
tor,Darrick Martin, PG,40,0,8.5,2.6,0.1,0.5,0.5,1.4,0.43,0.00,0.4,1.1,3.8,11.4,0.9,2.4,.351,0.4,1.0,.400,0.5,0.6,0.75,0.5,1.4,.316,1.052,0.43
tor,Eric Williams, PF,28,11,12.6,3.3,0.4,1.4,1.8,0.5,0.25,0.07,0.5,2.0,1.0,6.8,1.0,2.7,.387,0.2,0.6,.278,1.0,1.4,0.74,0.8,2.1,.421,1.213,0.42
tor,Morris Peterson, SG,82,77,38.3,16.8,0.8,3.9,4.6,2.3,1.27,0.18,1.5,2.7,1.5,15.3,5.8,13.4,.436,2.2,5.5,.395,2.9,3.6,0.82,3.6,7.9,.465,1.254,0.52
tor,Charlie Villanueva, PF,81,36,29.1,13.0,2.2,4.2,6.4,1.1,0.74,0.78,1.2,3.0,0.9,16.5,5.4,11.6,.463,0.9,2.6,.327,1.4,2.0,0.71,4.5,9.0,.503,1.120,0.50
tor,Rafael Araujo, C,52,34,11.6,2.3,0.8,1.9,2.8,0.3,0.46,0.12,0.8,2.0,0.4,4.5,1.0,2.8,.366,0.0,0.0,.000,0.3,0.5,0.54,1.0,2.8,.368,.834,0.37
tor,Chris Bosh, C,70,70,39.3,22.5,2.9,6.3,9.2,2.6,0.71,1.13,2.2,3.0,1.2,23.2,7.8,15.5,.505,0.0,0.2,.000,6.8,8.3,0.82,7.8,15.3,.511,1.446,0.51
tor,Aaron Williams, C†,14,3,7.1,1.8,0.4,0.7,1.1,0.1,0.29,0.21,0.4,2.0,0.2,11.6,0.7,1.4,.526,0.0,0.0,.000,0.4,0.4,0.83,0.7,1.4,.526,1.316,0.53
tor,Pape Sow, PF,42,25,14.0,3.5,1.3,2.2,3.5,0.2,0.50,0.45,0.7,2.8,0.3,9.6,1.3,2.9,.431,0.0,0.0,.000,1.0,1.4,0.72,1.3,2.9,.431,1.195,0.43
tor,Alvin Williams, PG,1,0,10.0,1.0,0.0,3.0,3.0,0.0,0.00,0.00,0.0,0.0,0.0,-4.7,0.0,3.0,.000,0.0,2.0,.000,1.0,2.0,0.50,0.0,1.0,.000,.333,0.00
tor,Jalen Rose, SG†,46,22,26.9,12.1,0.3,2.5,2.8,2.5,0.43,0.22,1.4,2.2,1.7,14.0,3.9,9.7,.404,0.7,2.5,.270,3.6,4.7,0.77,3.2,7.2,.450,1.249,0.44
tor,Mike James, PG,79,79,37.0,20.3,0.6,2.7,3.3,5.8,0.91,0.04,2.6,2.7,2.2,19.9,7.3,15.5,.469,2.1,4.8,.442,3.6,4.3,0.84,5.2,10.7,.481,1.306,0.54
gs,Baron Davis, PG,54,48,36.5,17.9,0.8,3.5,4.4,8.9,1.65,0.26,2.9,3.1,3.0,18.4,6.2,15.9,.389,1.9,6.0,.315,3.6,5.4,0.67,4.3,9.9,.434,1.123,0.45
gs,Calbert Cheaney, SG,42,0,10.7,2.2,0.5,1.0,1.5,0.5,0.31,0.05,0.4,0.9,1.1,6.0,1.0,2.6,.389,0.0,0.2,.000,0.2,0.2,1.00,1.0,2.4,.420,.852,0.39
gs,Troy Murphy, PF,74,74,34.0,14.0,2.6,7.4,10.0,1.4,0.64,0.35,1.5,2.6,0.9,15.9,4.9,11.3,.433,0.8,2.4,.320,3.4,4.3,0.79,4.1,8.9,.464,1.235,0.47
gs,Mickael Pietrus, SF,52,18,22.7,9.3,1.1,2.0,3.1,0.8,0.63,0.19,1.5,2.5,0.6,10.0,3.3,8.0,.404,1.1,3.4,.318,1.7,2.8,0.61,2.2,4.6,.467,1.151,0.47
gs,Chris Taft, PF,17,0,8.5,2.8,1.1,1.0,2.1,0.1,0.12,0.41,0.1,1.5,1.0,15.8,1.4,2.2,.605,0.0,0.0,.000,0.1,0.4,0.17,1.4,2.2,.605,1.237,0.61
gs,Monta Ellis, SG,49,3,18.1,6.8,0.4,1.7,2.1,1.6,0.65,0.22,1.2,1.4,1.3,11.1,2.7,6.5,.415,0.6,1.7,.341,0.9,1.2,0.71,2.1,4.8,.441,1.050,0.46
gs,Aaron Miles, PG,19,0,6.2,0.8,0.0,0.7,0.7,1.3,0.21,0.05,0.6,0.7,2.2,6.0,0.3,0.9,.333,0.0,0.0,.000,0.2,0.2,1.00,0.3,0.9,.333,.889,0.33
gs,Ike Diogu, PF,69,14,14.9,7.0,1.4,1.9,3.3,0.4,0.22,0.43,1.1,2.4,0.4,15.8,2.5,4.8,.524,0.0,0.0,.000,2.0,2.4,0.81,2.5,4.8,.524,1.455,0.52
gs,Will Bynum, PG,15,0,10.8,3.6,0.2,0.6,0.8,1.3,0.47,0.00,0.9,0.7,1.4,8.8,1.4,3.5,.404,0.1,0.6,.222,0.7,1.1,0.63,1.3,2.9,.442,1.038,0.42
gs,Jason Richardson, SG,75,75,38.4,23.2,1.4,4.4,5.8,3.1,1.29,0.49,2.2,2.7,1.4,19.3,8.5,19.2,.446,2.4,6.4,.384,3.7,5.5,0.67,6.1,12.8,.477,1.211,0.51
gs,Zarko Cabarkapa, SF,61,0,8.3,3.3,0.6,1.2,1.8,0.3,0.21,0.11,0.6,1.4,0.6,9.9,1.1,2.9,.385,0.1,0.3,.250,1.0,1.4,0.71,1.0,2.6,.403,1.144,0.40
gs,Mike Dunleavy, SF,81,68,31.8,11.5,1.0,4.0,4.9,2.9,0.74,0.40,1.5,2.5,2.0,12.5,4.1,10.1,.406,0.9,3.2,.285,2.4,3.1,0.78,3.2,6.9,.462,1.142,0.45
gs,Andris Biedrins, C,68,2,14.7,3.8,1.8,2.3,4.2,0.4,0.34,0.69,0.5,2.8,0.7,13.7,1.7,2.7,.638,0.0,0.0,.000,0.3,1.1,0.31,1.7,2.7,.638,1.395,0.64
gs,Adonal Foyle, C,77,72,23.7,4.5,1.9,3.6,5.5,0.4,0.57,1.62,1.0,2.8,0.4,10.4,2.0,3.9,.507,0.0,0.0,.000,0.5,0.9,0.61,2.0,3.9,.507,1.150,0.51
gs,Derek Fisher, PG,82,36,31.6,13.3,0.4,2.1,2.6,4.3,1.52,0.10,1.9,2.9,2.3,14.9,4.4,10.8,.410,1.4,3.6,.397,3.0,3.6,0.83,3.0,7.2,.417,1.228,0.48
lac,Daniel Ewing, PG,66,5,14.7,3.8,0.3,0.9,1.3,1.3,0.56,0.09,0.9,1.3,1.5,7.6,1.5,3.9,.380,0.3,1.2,.282,0.5,0.7,0.78,1.2,2.7,.424,.988,0.42
lac,James Singleton, SF,59,10,12.8,3.4,1.1,2.3,3.3,0.5,0.32,0.36,0.5,1.6,1.0,13.5,1.3,2.6,.510,0.2,0.3,.500,0.7,0.8,0.78,1.1,2.3,.511,1.344,0.54
lac,Chris Wilcox, PF†,48,1,13.7,4.5,1.0,2.6,3.6,0.4,0.31,0.44,0.7,2.1,0.6,17.4,1.9,3.5,.536,0.0,0.0,.000,0.8,1.2,0.64,1.9,3.5,.542,1.298,0.54
lac,Howard Eisley, PG†,13,0,8.6,0.7,0.1,1.0,1.1,1.9,0.23,0.00,0.2,0.8,8.3,9.2,0.3,1.3,.235,0.1,0.3,.250,0.0,0.0,0.00,0.2,1.0,.231,.529,0.26
lac,Anthony Goldwire, PG,3,0,7.3,0.7,0.0,0.3,0.3,0.7,0.00,0.00,0.3,0.0,2.0,-5.5,0.3,2.3,.143,0.0,0.7,.000,0.0,0.0,0.00,0.3,1.6,.200,.286,0.14
lac,Chris Kaman, C,78,78,32.8,11.9,2.4,7.2,9.6,1.0,0.58,1.38,2.3,3.4,0.4,15.0,4.7,9.1,.523,0.0,0.0,.000,2.5,3.2,0.77,4.7,9.1,.524,1.320,0.52
lac,Shaun Livingston, PG,61,14,25.0,5.8,0.7,2.3,3.0,4.5,0.75,0.52,1.8,2.6,2.5,10.3,2.4,5.7,.427,0.0,0.1,.125,0.9,1.3,0.69,2.4,5.6,.434,1.009,0.43
lac,Yaroslav Korolev, SF,24,0,5.3,1.1,0.2,0.3,0.5,0.4,0.13,0.00,0.3,0.5,1.5,4.8,0.4,1.3,.300,0.1,0.3,.286,0.3,0.4,0.70,0.3,1.0,.304,.900,0.33
lac,Boniface N'Dong, C,23,1,6.6,2.2,0.7,1.0,1.6,0.3,0.09,0.22,0.3,1.0,1.2,11.0,1.0,2.3,.415,0.0,0.0,.000,0.3,0.4,0.67,1.0,2.3,.423,.943,0.42
lac,Sam Cassell, PG,78,75,34.0,17.2,0.5,3.2,3.7,6.3,0.95,0.14,2.2,2.9,2.8,18.6,6.3,14.3,.443,0.9,2.4,.368,3.7,4.3,0.86,5.4,11.9,.459,1.210,0.47
lac,Zeljko Rebraca, C,29,2,14.2,4.7,0.4,1.8,2.2,0.3,0.17,0.66,0.8,2.0,0.4,10.7,1.8,3.3,.542,0.0,0.0,.000,1.1,1.4,0.76,1.8,3.3,.542,1.406,0.54
lac,Quinton Ross, SF,67,45,22.6,4.7,0.6,2.0,2.5,1.2,0.76,0.24,0.7,2.3,1.7,7.4,1.9,4.6,.422,0.0,0.1,.000,0.9,1.1,0.76,1.9,4.5,.432,1.029,0.42
