TEAM,PLAYER,POS,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
phi,Dikembe Mutombo, C,80,80,36.3,11.5,3.2,7.6,10.8,1.0,0.36,2.38,2.0,3.0,0.5,4.0,8.0,.501,0.0,0.0,.000,3.5,4.6,0.76,4.0,8.0,.501,1.435,0.50
phi,Eric Snow, PG,61,61,36.5,12.1,0.5,3.0,3.5,6.6,1.56,0.15,2.3,2.7,2.9,4.5,10.2,.442,0.0,0.4,.111,3.0,3.7,0.81,4.5,9.8,.457,1.183,0.44
phi,Derrick McKey, F,41,1,19.1,2.9,1.2,1.9,3.1,1.1,1.00,0.10,0.5,2.2,2.0,1.3,3.0,.426,0.1,0.3,.417,0.2,0.3,0.71,1.2,2.7,.427,.975,0.45
phi,Vonteego Cummings, PG,58,1,8.6,3.3,0.2,0.7,0.9,1.0,0.31,0.09,0.6,0.9,1.7,1.3,3.2,.417,0.2,0.8,.261,0.4,0.6,0.75,1.1,2.4,.468,1.027,0.45
phi,Derrick Coleman, PF,58,58,35.9,15.1,2.9,5.9,8.8,1.7,0.72,0.88,2.1,2.7,0.8,5.7,12.7,.450,0.5,1.4,.337,3.2,3.9,0.82,5.2,11.3,.465,1.190,0.47
phi,Raja Bell, SG,74,12,12.0,3.4,0.4,1.1,1.5,1.0,0.28,0.05,0.6,1.5,1.5,1.4,3.2,.429,0.2,0.6,.273,0.5,0.6,0.75,1.2,2.6,.464,1.058,0.45
phi,Aaron McKie, SG,48,16,30.6,12.2,0.5,3.5,4.0,3.7,1.17,0.29,1.9,1.5,1.9,4.6,10.2,.449,1.1,2.7,.398,2.0,2.5,0.79,3.5,7.5,.467,1.198,0.50
phi,Matt Geiger, C,4,0,9.0,0.8,0.8,0.8,1.5,0.0,0.00,0.50,0.5,0.5,0.0,0.3,2.0,.125,0.0,0.0,.000,0.3,0.5,0.50,0.3,2.0,.125,.375,0.13
tor,Alvin Williams, PG,82,82,35.7,11.8,0.7,2.7,3.4,5.7,1.65,0.32,1.8,2.3,3.1,4.9,11.8,.415,0.8,2.4,.321,1.3,1.7,0.74,4.1,9.4,.438,1.000,0.45
tor,Tracy Murray, SF,40,3,11.8,5.7,0.5,0.9,1.3,0.5,0.28,0.20,0.6,1.0,0.8,2.1,5.2,.411,1.0,2.6,.385,0.4,0.5,0.81,1.1,2.6,.437,1.097,0.51
tor,Eric Montross, C,49,24,13.4,2.4,0.7,2.1,2.9,0.3,0.24,0.47,0.5,1.9,0.6,1.1,2.7,.402,0.0,0.0,.000,0.2,0.6,0.32,1.1,2.7,.405,.879,0.40
tor,Antonio Davis, PF,77,77,38.7,14.5,3.3,6.3,9.6,2.0,0.70,1.08,2.1,2.9,1.0,5.3,12.5,.426,0.0,0.0,.000,3.8,4.6,0.82,5.3,12.5,.426,1.156,0.43
tor,Jerome Williams, PF,68,32,24.1,7.6,2.4,3.3,5.7,1.1,1.15,0.37,1.0,2.3,1.1,2.8,5.7,.490,0.0,0.0,.000,2.0,3.0,0.68,2.8,5.7,.490,1.335,0.49
tor,Vince Carter, SG,60,60,39.8,24.7,2.3,2.9,5.2,4.0,1.57,0.72,2.6,3.2,1.6,9.3,21.8,.428,2.0,5.2,.387,4.1,5.1,0.80,7.3,16.6,.441,1.135,0.47
tor,Michael Bradley, PF,26,0,4.5,1.2,0.3,0.7,0.9,0.1,0.00,0.23,0.2,0.4,0.5,0.5,1.0,.520,0.0,0.1,.000,0.2,0.3,0.50,0.5,0.9,.565,1.200,0.52
tor,Keon Clark, PF,81,31,27.0,11.3,2.2,5.2,7.4,1.1,0.72,1.51,1.7,3.2,0.6,4.7,9.6,.490,0.0,0.1,.000,1.9,2.8,0.67,4.7,9.5,.494,1.181,0.49
tor,Michael Stewart, PF,11,0,8.5,2.0,1.1,1.2,2.3,0.3,0.36,0.27,0.4,2.0,0.8,0.7,2.1,.348,0.0,0.0,.000,0.5,1.0,0.55,0.7,2.1,.348,.957,0.35
tor,Chris Childs, G,69,4,22.8,4.1,0.3,2.0,2.2,5.1,0.81,0.07,1.8,2.6,2.9,1.4,4.3,.328,0.5,1.7,.275,0.8,1.0,0.82,0.9,2.6,.364,.963,0.38
tor,Morris Peterson, SG,63,56,31.6,14.0,1.4,2.1,3.5,2.4,1.16,0.17,1.4,2.8,1.8,5.3,12.2,.438,1.3,3.7,.364,2.0,2.7,0.75,4.0,8.5,.469,1.150,0.49
tor,Derrick Dial, SG†,7,0,7.1,4.0,0.3,1.3,1.6,0.6,0.29,0.00,0.4,0.1,1.3,1.6,3.7,.423,0.1,0.6,.250,0.7,0.9,0.83,1.5,3.1,.455,1.077,0.44
tor,Dell Curry, G,56,4,15.8,6.4,0.4,1.0,1.4,1.1,0.39,0.11,0.7,0.9,1.5,2.5,6.2,.406,0.8,2.3,.344,0.6,0.7,0.89,1.7,3.9,.444,1.037,0.47
tor,Jermaine Jackson, PG,24,0,11.7,2.4,0.1,1.0,1.1,2.4,0.38,0.04,0.6,1.0,4.1,0.8,1.8,.476,0.0,0.1,.500,0.7,1.0,0.67,0.8,1.7,.475,1.357,0.49
tor,Carlos Arroyo, PG†,17,0,5.6,1.8,0.2,0.5,0.7,1.2,0.35,0.00,0.7,0.7,1.8,0.8,1.7,.448,0.0,0.0,.000,0.2,0.4,0.67,0.8,1.7,.448,1.034,0.45
tor,Mamadou N'diaye, C,5,0,9.2,4.0,1.2,1.0,2.2,0.0,0.00,0.40,0.2,1.2,0.0,1.2,2.0,.600,0.0,0.0,.000,1.6,2.0,0.80,1.2,2.0,.600,2.000,0.60
tor,Hakeem Olajuwon, C,61,37,22.6,7.1,1.6,4.4,6.0,1.1,1.21,1.48,1.6,2.4,0.7,3.2,6.9,.464,0.0,0.0,.000,0.8,1.4,0.56,3.2,6.9,.466,1.041,0.46
gs,Dean Garrett, C†,5,0,6.2,1.6,0.6,1.4,2.0,0.2,0.40,0.20,0.6,1.2,0.3,0.8,3.0,.267,0.0,0.0,.000,0.0,0.0,0.00,0.8,3.0,.267,.533,0.27
gs,Antawn Jamison, PF,82,82,37.0,19.7,2.6,4.2,6.8,2.0,0.85,0.55,2.0,2.3,1.0,7.5,16.8,.447,0.8,2.6,.324,3.9,5.4,0.73,6.7,14.2,.469,1.177,0.47
gs,Mookie Blaylock, G,35,0,17.1,3.4,0.2,1.3,1.5,3.3,0.69,0.11,1.1,0.6,3.1,1.4,4.2,.342,0.4,1.2,.357,0.1,0.2,0.50,1.0,3.0,.337,.815,0.39
gs,Troy Murphy, PF,82,4,17.7,5.9,1.2,2.7,3.9,0.9,0.44,0.26,1.0,2.6,0.8,2.2,5.2,.421,0.0,0.1,.333,1.5,1.9,0.78,2.2,5.1,.423,1.135,0.42
gs,Gilbert Arenas, PG,47,30,24.6,10.9,0.9,1.9,2.8,3.7,1.47,0.23,2.1,2.4,1.8,3.7,8.2,.453,0.8,2.4,.345,2.6,3.4,0.78,2.9,5.8,.498,1.331,0.50
gs,Erick Dampier, C,73,46,23.8,7.6,2.3,3.0,5.3,1.2,0.23,2.29,2.1,3.2,0.6,2.9,6.6,.435,0.0,0.0,.000,1.9,2.9,0.64,2.9,6.6,.435,1.154,0.44
gs,Bob Sura, PG,78,5,22.8,10.0,1.1,2.1,3.3,3.5,1.13,0.22,1.7,2.1,2.1,3.2,7.6,.424,0.5,1.7,.316,3.0,4.2,0.72,2.7,5.9,.455,1.319,0.46
gs,Larry Hughes, SG,73,56,28.1,12.3,1.1,2.2,3.4,4.3,1.55,0.32,2.3,2.1,1.8,4.7,11.1,.423,0.2,1.3,.194,2.6,3.5,0.74,4.5,9.8,.453,1.105,0.43
gs,Jason Richardson, SG,80,75,32.9,14.4,1.6,2.7,4.3,3.0,1.33,0.39,2.0,2.4,1.5,5.8,13.6,.426,1.0,3.1,.333,1.8,2.6,0.67,4.8,10.5,.453,1.056,0.46
gs,Chris Mills, SF,66,0,18.7,7.4,0.8,2.1,2.9,1.1,0.47,0.20,0.8,1.8,1.3,2.7,6.5,.417,0.7,1.9,.378,1.3,1.6,0.79,2.0,4.6,.433,1.145,0.47
gs,Danny Fortson, C,77,76,28.8,11.2,3.8,7.9,11.7,1.6,0.57,0.22,2.1,3.3,0.8,4.0,9.4,.428,0.0,0.1,.250,3.2,4.0,0.80,4.0,9.3,.429,1.197,0.43
gs,Dean Oliver, G,20,0,7.0,2.1,0.0,0.4,0.4,1.1,0.15,0.00,0.6,0.8,1.9,0.9,2.3,.370,0.1,0.7,.154,0.3,0.5,0.67,0.8,1.6,.455,.913,0.39
gs,Marc Jackson, PF†,17,0,9.9,4.9,1.0,1.5,2.5,0.4,0.29,0.18,0.7,1.5,0.6,1.3,3.8,.338,0.0,0.0,.000,2.4,2.8,0.83,1.3,3.8,.338,1.292,0.34
gs,Adonal Foyle, C,79,36,18.8,4.8,1.9,3.0,4.9,0.5,0.46,2.13,1.0,2.3,0.5,2.2,4.9,.444,0.0,0.0,.000,0.5,1.2,0.40,2.2,4.9,.444,.984,0.44
gs,Cedric E. Henderson, F,12,0,5.8,3.0,0.1,0.2,0.3,0.3,0.50,0.17,0.7,0.3,0.5,1.3,2.6,.484,0.2,0.3,.500,0.3,0.6,0.57,1.1,2.3,.481,1.161,0.52
lac,Earl Boykins, PG,68,2,11.2,4.1,0.4,0.4,0.8,2.1,0.29,0.03,0.6,0.6,3.3,1.6,4.0,.400,0.2,0.6,.310,0.7,0.9,0.77,1.4,3.4,.416,1.018,0.42
lac,Jeff McInnis, PG,81,80,37.4,14.6,0.6,2.1,2.6,6.2,0.78,0.07,1.8,2.5,3.4,5.7,13.8,.413,0.9,2.9,.321,2.3,2.7,0.84,4.8,10.9,.437,1.056,0.45
lac,Keyon Dooling, PG,14,0,11.1,4.1,0.0,0.2,0.2,0.9,0.29,0.21,0.7,1.4,1.2,1.6,4.1,.386,0.3,1.0,.286,0.7,0.9,0.83,1.3,3.1,.419,1.018,0.42
lac,Eldridge Recasner, G†,5,0,6.2,1.0,0.0,0.0,0.0,1.0,0.20,0.00,0.2,0.6,5.0,0.4,1.2,.333,0.0,0.2,.000,0.2,0.2,1.00,0.4,1.0,.400,.833,0.33
lac,Harold Jamison, F,25,2,7.0,2.2,1.0,0.6,1.6,0.2,0.20,0.04,0.2,0.9,1.0,0.9,1.7,.512,0.0,0.0,.000,0.4,0.6,0.67,0.9,1.7,.512,1.256,0.51
lac,Lamar Odom, PF,29,25,34.4,13.1,1.1,5.0,6.1,5.9,0.79,1.24,3.3,3.1,1.8,5.2,12.4,.419,0.6,2.9,.190,2.1,3.2,0.66,4.6,9.5,.489,1.053,0.44
lac,Tremaine Fowlkes, PF,22,17,15.6,3.4,1.5,1.5,2.9,0.8,0.50,0.05,0.6,1.8,1.3,1.1,2.9,.391,0.0,0.0,.000,1.1,1.4,0.77,1.1,2.9,.391,1.156,0.39
lac,Quentin Richardson, SF,81,0,26.6,13.3,1.4,2.7,4.1,1.6,0.96,0.26,1.3,1.8,1.3,4.9,11.4,.432,1.6,4.3,.381,1.8,2.3,0.76,3.3,7.1,.463,1.162,0.50
lac,Darius Miles, SF,82,6,27.2,9.5,1.3,4.2,5.5,2.2,0.87,1.26,2.0,2.2,1.2,3.8,7.8,.481,0.0,0.2,.158,1.9,3.1,0.62,3.8,7.6,.491,1.213,0.48
lac,Elton Brand, PF,80,80,37.8,18.2,5.0,6.6,11.6,2.4,1.00,2.04,2.2,3.2,1.1,6.7,12.6,.527,0.0,0.0,.000,4.9,6.6,0.74,6.7,12.6,.527,1.439,0.53
lac,Corey Maggette, SF,63,52,25.6,11.4,0.9,2.8,3.7,1.8,0.65,0.30,1.8,2.5,1.0,3.7,8.4,.443,0.7,2.2,.331,3.2,4.0,0.80,3.0,6.2,.483,1.353,0.49
lac,Sean Rooks, C,61,2,11.9,3.0,0.5,1.5,2.0,0.4,0.20,0.34,0.3,1.9,1.3,1.3,3.2,.418,0.0,0.0,.000,0.3,0.5,0.72,1.3,3.2,.418,.943,0.42
lac,Eric Piatkowski, SG,71,64,24.2,8.8,0.6,2.0,2.6,1.6,0.58,0.17,0.9,1.5,1.8,2.9,6.6,.439,1.6,3.4,.466,1.4,1.6,0.89,1.3,3.2,.412,1.329,0.56
lac,Michael Olowokandi, C,80,79,32.1,11.1,2.1,6.8,8.9,1.1,0.69,1.81,2.2,2.7,0.5,4.8,11.1,.433,0.0,0.0,.000,1.5,2.4,0.62,4.8,11.1,.433,.999,0.43
lac,Doug Overton, PG,18,0,7.2,2.2,0.1,0.6,0.7,0.7,0.17,0.06,0.7,0.6,1.1,0.8,2.4,.318,0.4,1.5,.259,0.2,0.4,0.57,0.4,0.9,.412,.886,0.40
lac,Obinna Ekezie, C,29,1,5.2,1.9,0.4,0.8,1.2,0.1,0.07,0.21,0.3,0.6,0.3,0.4,1.3,.333,0.0,0.0,.000,1.0,1.4,0.70,0.4,1.3,.333,1.385,0.33
lal,Shaquille O'Neal, C,67,66,36.1,27.2,3.5,7.2,10.7,3.0,0.61,2.04,2.6,3.0,1.2,10.6,18.3,.579,0.0,0.0,.000,5.9,10.7,0.56,10.6,18.3,.580,1.483,0.58
lal,Brian Shaw, G,58,0,10.9,2.9,0.3,1.6,1.9,1.5,0.43,0.05,0.6,0.7,2.8,1.1,3.0,.353,0.5,1.5,.330,0.3,0.4,0.69,0.6,1.5,.376,.977,0.44
lal,Lindsey Hunter, SG,82,47,19.7,5.8,0.2,1.3,1.5,1.6,0.80,0.23,0.7,1.5,2.3,2.3,6.0,.382,1.0,2.5,.380,0.2,0.5,0.50,1.3,3.5,.383,.965,0.46
lal,Rick Fox, SF,82,82,27.9,7.9,1.1,3.6,4.7,3.5,0.82,0.26,1.6,3.0,2.1,3.1,7.4,.421,0.8,2.5,.313,0.9,1.0,0.82,2.3,4.9,.479,1.066,0.48
lal,Joseph Crispin, G†,6,0,4.5,1.7,0.0,0.2,0.2,0.3,0.17,0.00,0.2,0.3,2.0,0.5,2.0,.250,0.0,0.7,.000,0.7,0.8,0.80,0.5,1.3,.375,.833,0.25
lal,Jelani McCoy, PF,21,0,5.0,1.2,0.4,0.8,1.2,0.3,0.00,0.24,0.4,0.7,0.9,0.6,1.0,.571,0.0,0.0,.000,0.1,0.4,0.25,0.6,1.0,.571,1.238,0.57
